plot_size_hectares,soil_ph,soil_type,planned_crop_family,planned_nitrogen_demand,ph_distance_from_ideal,soil_type_match,same_family_repeat_count,heavy_feeder_streak,seasons_since_nitrogen_fixer,rotation_length,planned_crop,previous_crops,risk_level,should_rotate,risk_score
39.8,5.96,silt,grain,3,0,1,0,1,1,3,rice,soybean|beans|broccoli,medium,0,2.89
18.91,6.13,silt,brassica,3,0,0,0,0,0,2,cabbage,pepper|clover,medium,0,2.61
18.04,8.05,clay,grain,2,1.05,1,0,0,0,3,wheat,broccoli|broccoli|peas,low,0,0.8
28.2,6.97,silt,allium,2,0,0,0,1,2,2,onion,onion|tomato,medium,0,3.92
27.94,7.16,loam,nightshade,2,0.66,1,0,0,2,2,potato,potato|onion,low,0,1.9
7.62,8.49,silt,grain,2,1.49,0,0,0,0,1,wheat,clover,medium,0,2.88
15.66,6.16,loam,nightshade,2,0,1,0,0,2,2,pepper,potato|wheat,low,0,1.13
16.01,5.49,clay,grain,3,0.31,0,0,1,3,3,corn,broccoli|wheat|broccoli,high,0,5.18
27.64,5.62,silt,nightshade,2,0,0,1,1,1,1,potato,tomato,medium,1,3.78
9.4,7.03,silt,grain,3,0.03,1,0,0,1,3,corn,clover|soybean|potato,low,0,0.73
37.64,7.68,clay,brassica,3,0.18,1,0,0,1,1,cabbage,lettuce,low,0,1.02
9.93,4.69,silt,nightshade,2,0.81,0,0,3,3,4,pepper,peas|cabbage|tomato|cabbage,high,1,7.52
22.95,4.94,sandy,legume,1,1.06,0,0,2,3,3,clover,wheat|broccoli|rice,high,1,6.23
12,4.7,sandy,umbellifer,1,1.3,1,0,1,1,1,carrot,tomato,medium,0,2.66
31.81,7.18,loam,nightshade,2,0.38,1,0,0,0,1,pepper,beans,low,0,0.86
22.6,4.43,sandy,grain,3,1.37,0,0,0,1,2,corn,soybean|lettuce,medium,0,2.72
24.64,7.25,silt,nightshade,2,0.75,0,0,1,1,1,potato,cabbage,medium,1,4.41
14.68,5.38,sandy,grain,3,0.12,0,0,0,3,3,rice,cabbage|carrot|onion,medium,0,3.17
38.78,7.74,sandy,nightshade,2,0.94,1,0,0,3,3,pepper,corn|onion|carrot,low,0,1.6
21.32,7.36,loam,legume,1,0.36,1,2,0,0,4,beans,corn|potato|beans|peas,medium,1,4.05
5.96,7.69,loam,allium,2,0.69,1,0,0,1,3,onion,carrot|peas|lettuce,low,0,1.16
8.38,4.8,loam,aster,2,1.2,1,0,1,1,1,lettuce,corn,medium,0,2.59
48.95,5.46,sandy,aster,2,0.54,0,0,1,1,2,lettuce,clover|broccoli,medium,0,3.42
37.53,5.97,clay,legume,1,0.03,0,0,1,4,4,beans,rice|carrot|lettuce|rice,medium,0,4.13
33.84,6.3,sandy,brassica,3,0,0,0,0,2,2,broccoli,potato|wheat,medium,0,3.55
4.75,6.42,sandy,umbellifer,1,0,1,0,0,0,4,carrot,peas|potato|potato|peas,low,0,0
48.61,6.93,sandy,aster,2,0,0,0,0,0,0,lettuce,,low,0,0.8
21.54,5.11,sandy,legume,1,0.89,0,0,1,2,3,peas,peas|pepper|cabbage,high,0,4.81
38.14,4.4,silt,grain,3,1.4,1,0,0,1,1,corn,lettuce,medium,0,3.18
49.59,6.04,loam,legume,1,0,1,1,0,0,3,clover,rice|lettuce|clover,low,1,1.99
4.21,7.06,loam,grain,3,0.06,1,0,0,1,2,corn,beans|carrot,low,0,1.06
32.81,7.23,clay,legume,1,0.23,0,0,2,2,2,soybean,rice|cabbage,high,1,5.12
17.24,4.72,silt,umbellifer,1,1.28,0,0,0,1,1,carrot,wheat,medium,0,3.32
40.32,4.64,sandy,legume,1,1.36,0,0,1,1,1,clover,tomato,medium,0,4.14
7.23,6.48,clay,brassica,3,0,1,0,0,1,3,cabbage,potato|peas|carrot,low,0,0.21
46,6.85,silt,aster,2,0,1,0,0,0,1,lettuce,clover,low,0,1.21
48.17,5.55,loam,legume,1,0.45,1,0,0,1,1,soybean,wheat,low,0,1.35
36.09,5.43,clay,aster,2,0.57,0,0,0,0,3,lettuce,clover|beans|soybean,low,0,1.14
2.82,8.06,loam,nightshade,2,1.56,1,1,0,1,2,potato,soybean|potato,medium,1,3.77
3.64,8.02,clay,legume,1,0.52,0,0,0,4,4,peas,rice|tomato|lettuce|lettuce,medium,0,2.5
47.73,7.51,clay,brassica,3,0.01,1,0,0,0,0,cabbage,,low,0,0.57
47.44,5.91,sandy,brassica,3,0.09,0,0,2,3,3,broccoli,onion|tomato|tomato,high,1,6
30.84,5.39,sandy,grain,2,0.61,0,0,0,1,2,wheat,soybean|onion,medium,0,2.05
29.36,7.48,clay,legume,1,0.48,0,1,0,0,3,beans,carrot|lettuce|soybean,medium,1,3.42
22.72,6.82,sandy,brassica,3,0,0,0,0,3,3,broccoli,carrot|rice|wheat,medium,1,3.09
0.67,6.33,sandy,nightshade,2,0,1,0,0,2,2,pepper,lettuce|carrot,low,0,1.17
36.67,4.71,clay,legume,1,1.29,0,0,0,2,3,peas,beans|pepper|wheat,medium,0,3.41
31.41,6.33,sandy,grain,3,0,0,1,2,2,2,corn,cabbage|rice,high,1,7.09
28.74,7.31,loam,umbellifer,1,0.51,1,0,0,2,2,carrot,corn|lettuce,low,0,1.55
23.64,5.85,loam,grain,3,0,0,0,0,4,4,rice,lettuce|corn|pepper|onion,medium,0,4.25
20.87,7.3,sandy,aster,2,0.3,0,0,0,0,0,lettuce,,low,0,1.13
45.11,4.97,clay,nightshade,3,1.03,0,0,0,0,0,tomato,,medium,0,2.15
27.7,4.23,loam,legume,1,1.77,1,0,0,1,2,beans,beans|carrot,low,0,1.92
29.63,6.32,loam,umbellifer,1,0,1,0,1,1,4,carrot,onion|onion|soybean|rice,medium,0,2.52
41.99,7.97,sandy,grain,3,0.97,0,0,0,3,3,corn,tomato|lettuce|carrot,medium,0,3.8
26.54,5.22,silt,grain,3,0.58,1,1,0,1,4,corn,rice|carrot|beans|wheat,medium,1,3.88
20.71,8.05,silt,umbellifer,1,1.25,0,0,0,0,0,carrot,,medium,0,2.12
41.02,4.52,clay,nightshade,3,1.48,0,0,0,0,3,tomato,rice|soybean|beans,medium,0,2.95
36.79,5.57,sandy,legume,1,0.43,0,0,0,0,0,soybean,,low,0,1.86
29.28,4.87,loam,nightshade,2,0,1,0,0,2,2,potato,tomato|wheat,low,0,0
13.32,4.72,loam,allium,2,1.28,1,0,0,3,3,onion,lettuce|carrot|carrot,medium,0,2.28
42.84,4.84,loam,legume,1,1.16,1,0,2,2,2,peas,corn|broccoli,medium,1,4.39
47.61,7.87,loam,grain,2,0.87,1,0,0,2,2,wheat,onion|onion,low,0,2.96
6.62,7.74,sandy,brassica,3,0.74,0,1,1,3,3,broccoli,broccoli|wheat|cabbage,high,1,5.74
49.86,5.05,silt,allium,2,0.95,0,0,0,0,1,onion,clover,low,0,1.47
6.21,8.25,clay,grain,3,1.75,1,0,1,4,4,rice,tomato|lettuce|carrot|tomato,high,0,4.71
45.42,5.38,silt,legume,1,0.62,1,0,1,1,1,clover,cabbage,medium,0,2.41
14.83,5.97,silt,grain,3,0,1,0,0,0,0,corn,,low,0,0.34
12.53,8.47,clay,nightshade,3,1.67,0,2,0,2,3,tomato,peas|potato|pepper,high,1,7.96
17.27,6.63,sandy,nightshade,3,0,0,0,1,1,1,tomato,corn,medium,0,3.52
3.02,8.46,sandy,allium,2,1.46,1,0,1,1,2,onion,soybean|rice,medium,0,3.85
13.4,7.71,clay,allium,2,0.71,0,1,0,3,4,onion,soybean|cabbage|lettuce|onion,medium,1,3.9
8.77,5.22,sandy,allium,2,0.78,1,0,1,1,3,onion,peas|clover|cabbage,medium,1,3.83
47.38,6.62,loam,aster,2,0,1,0,0,0,4,lettuce,clover|potato|pepper|beans,low,0,0.48
1.09,6.26,sandy,legume,1,0,0,1,0,0,3,clover,onion|rice|peas,medium,1,2.95
45.95,7.83,sandy,grain,3,0.83,0,0,0,0,0,corn,,low,0,1.32
43.05,8.33,sandy,umbellifer,1,1.53,1,0,0,0,4,carrot,tomato|cabbage|wheat|peas,low,0,0.53
7.96,8.28,silt,brassica,3,1.28,0,0,0,2,2,broccoli,carrot|pepper,medium,0,3.15
29.49,4.95,sandy,umbellifer,1,1.05,1,1,0,3,3,carrot,rice|rice|carrot,high,1,2.55
47.44,5.88,clay,grain,3,0,1,0,1,2,3,rice,clover|onion|cabbage,medium,0,3.24
37.29,5.22,sandy,grain,3,0.28,0,0,0,3,3,rice,wheat|lettuce|carrot,medium,0,3.99
16.85,4.25,loam,legume,1,1.75,1,0,0,1,3,soybean,peas|beans|onion,low,0,1.82
48.46,8,silt,legume,1,1,1,0,1,2,2,clover,pepper|tomato,medium,0,3.12
43.22,7,loam,grain,3,0.5,0,0,0,2,2,rice,onion|lettuce,medium,0,3.12
17.16,8.02,loam,umbellifer,1,1.22,1,0,0,0,0,carrot,,low,0,1
16.96,8.44,silt,umbellifer,1,1.64,0,0,0,0,0,carrot,,medium,0,2.65
5.15,5.08,loam,nightshade,3,0.92,1,0,0,1,3,tomato,carrot|clover|carrot,low,0,1.81
14.94,4.61,silt,brassica,3,1.39,0,0,1,2,2,cabbage,potato|rice,high,0,5.26
31.29,6.27,clay,grain,3,0,0,0,1,1,1,corn,broccoli,medium,0,3.72
42.2,5.53,silt,nightshade,2,0,0,0,0,0,2,potato,broccoli|beans,medium,0,2.03
18.53,6.12,sandy,nightshade,2,0,1,0,0,1,2,potato,soybean|lettuce,low,0,1.21
37.64,7.07,clay,brassica,3,0.07,1,0,1,2,2,broccoli,pepper|tomato,medium,0,3.94
40.94,6,silt,brassica,3,0,0,0,1,2,4,cabbage,potato|beans|wheat|tomato,medium,0,3.95
25.15,8.07,loam,grain,2,1.07,1,0,0,0,4,wheat,potato|rice|rice|soybean,low,0,1.37
21.83,8.49,loam,aster,2,1.49,1,0,0,0,2,lettuce,peas|clover,low,0,1.3
4.44,6.59,sandy,aster,2,0,0,0,0,1,1,lettuce,potato,low,0,1.88
39.11,4.68,loam,grain,3,0.82,0,0,0,2,2,rice,cabbage|onion,medium,0,3.21
5.37,7.55,sandy,aster,2,0.55,0,0,0,0,2,lettuce,peas|clover,low,0,1.34
1.97,5.38,loam,brassica,3,0.62,1,0,2,3,3,cabbage,carrot|tomato|corn,high,1,5.81
43.96,7.17,clay,umbellifer,1,0.37,0,0,0,0,2,carrot,beans|clover,low,0,0.92
42.16,7.89,clay,aster,2,0.89,0,0,0,0,1,lettuce,beans,medium,0,2.5
41.31,5.36,silt,brassica,3,0.64,0,0,0,0,3,cabbage,soybean|potato|soybean,medium,0,2.84
18.76,4.44,loam,grain,2,1.56,1,0,1,2,2,wheat,pepper|tomato,medium,0,3.63
43.98,4.32,loam,legume,1,1.68,1,1,0,0,3,clover,lettuce|corn|soybean,medium,1,3.33
10.04,5.78,silt,nightshade,2,0,0,0,0,1,2,pepper,clover|wheat,low,0,1.84
24.49,6.12,silt,brassica,3,0,0,0,1,1,2,cabbage,peas|rice,medium,0,3.94
1.47,4.41,loam,aster,2,1.59,1,0,0,0,1,lettuce,soybean,low,0,1.28
20.53,4.29,clay,nightshade,2,0.51,0,0,0,4,4,potato,broccoli|rice|cabbage|onion,medium,0,3.86
48.35,6.96,silt,legume,1,0,1,0,0,1,2,clover,peas|potato,low,0,0.42
33.89,7.74,silt,brassica,3,0.24,0,0,0,1,1,cabbage,pepper,medium,0,3.96
29.73,5.42,clay,nightshade,2,0,0,0,0,0,0,potato,,low,0,1.39
43.09,5.32,sandy,legume,1,0.68,0,0,0,1,1,soybean,onion,low,0,1.96
20.26,5.57,loam,umbellifer,1,0.43,1,0,0,0,0,carrot,,low,0,0.55
45.35,5.94,clay,brassica,3,0.06,1,0,0,0,3,cabbage,cabbage|lettuce|soybean,low,0,0.32
23.84,8.24,sandy,nightshade,2,1.44,1,0,0,2,2,pepper,rice|lettuce,medium,0,3.14
14.76,6.22,sandy,umbellifer,1,0,1,0,1,1,3,carrot,onion|clover|rice,medium,0,3.12
11.24,7.95,silt,allium,2,0.95,0,0,0,0,4,onion,peas|beans|cabbage|beans,low,0,1.74
2.78,6.93,clay,nightshade,2,0.43,0,0,1,4,4,potato,pepper|wheat|lettuce|broccoli,medium,0,4.47
6.95,5.06,silt,brassica,3,0.94,0,0,0,1,4,cabbage,potato|rice|peas|lettuce,medium,0,3.29
24.43,6.91,loam,legume,1,0,1,1,0,0,3,peas,corn|potato|beans,medium,1,2.06
8.01,7.58,clay,grain,3,1.08,1,0,3,3,3,rice,broccoli|tomato|tomato,high,1,8.36
23.92,4.22,loam,umbellifer,1,1.78,1,0,0,0,2,carrot,corn|clover,low,0,0.93
31.37,5.27,sandy,legume,1,0.73,1,0,1,1,1,beans,tomato,medium,0,3.5
3.36,4.4,sandy,nightshade,2,0.4,1,0,0,0,3,potato,cabbage|pepper|peas,low,0,0
24.56,7.43,loam,legume,1,0.43,1,2,0,0,4,clover,tomato|corn|soybean|soybean,medium,1,4.31
6.65,7.36,loam,grain,2,0.36,1,0,0,2,2,wheat,broccoli|onion,medium,0,2.68
2.52,8.48,clay,brassica,3,1.48,1,0,0,3,3,broccoli,corn|carrot|wheat,medium,0,3.47
27.41,6.24,loam,legume,1,0,1,1,0,0,3,soybean,broccoli|corn|beans,low,1,1.56
31.18,7.21,silt,aster,2,0.21,1,0,0,4,4,lettuce,pepper|carrot|cabbage|wheat,medium,0,2.3
24.94,6.82,sandy,aster,2,0,0,0,0,0,2,lettuce,soybean|peas,low,1,1.26
10.46,8.21,sandy,legume,1,1.21,0,0,0,0,0,soybean,,low,0,1.49
41.78,7.08,loam,grain,2,0.08,1,0,0,3,3,wheat,wheat|carrot|carrot,medium,0,2.03
14.87,6.2,clay,aster,2,0,0,0,1,1,1,lettuce,corn,medium,0,3.57
33.87,6.03,clay,grain,2,0,1,0,0,3,4,wheat,clover|corn|corn|lettuce,medium,0,2.16
47.76,5.35,clay,legume,1,0.65,0,0,1,3,3,peas,rice|wheat|tomato,high,0,4.88
41.8,7.17,silt,allium,2,0.17,0,1,0,1,2,onion,clover|onion,medium,1,3.9
49.08,7.83,clay,nightshade,3,1.03,0,0,2,4,4,tomato,potato|onion|cabbage|broccoli,high,1,7.5
30.61,7.55,clay,aster,2,0.55,0,0,0,0,3,lettuce,lettuce|carrot|clover,medium,0,2.76
2.39,5.32,sandy,grain,3,0.48,0,0,0,3,3,corn,broccoli|pepper|onion,medium,0,4.37
11.28,8.31,sandy,nightshade,2,1.51,1,0,1,2,2,pepper,carrot|cabbage,high,0,4.64
33.85,5.85,clay,grain,3,0,0,0,0,3,3,corn,rice|pepper|lettuce,medium,0,3.5
8.35,7.43,sandy,legume,1,0.43,0,0,1,1,2,soybean,beans|corn,medium,0,2.49
4.03,6.11,silt,grain,2,0,0,0,0,2,4,wheat,potato|peas|wheat|potato,medium,0,2.17
20.68,6.6,clay,aster,2,0,0,0,0,0,0,lettuce,,low,0,0.74
10.42,7.09,sandy,legume,1,0,0,0,0,1,3,peas,lettuce|soybean|lettuce,low,0,0.89
31.03,6.23,sandy,umbellifer,1,0,1,0,0,2,2,carrot,wheat|onion,low,0,0.78
40.02,6.56,sandy,umbellifer,1,0,1,0,0,0,1,carrot,clover,low,0,0
35.87,7.3,clay,legume,1,0.3,0,1,0,0,3,beans,soybean|wheat|clover,medium,1,3.29
9.61,5.65,silt,grain,3,0.15,1,1,0,4,4,corn,lettuce|broccoli|cabbage|wheat,medium,1,3.99
22.58,7.03,loam,nightshade,2,0.53,1,0,0,0,0,potato,,low,0,0.76
46.23,7.56,loam,umbellifer,1,0.76,1,0,0,2,2,carrot,carrot|lettuce,low,0,0.65
30.07,8,silt,nightshade,3,1.2,0,0,0,0,4,tomato,clover|carrot|onion|soybean,medium,0,2.53
6.76,5.97,sandy,aster,2,0.03,0,0,0,1,3,lettuce,lettuce|peas|carrot,medium,0,3.35
10.95,5.1,sandy,brassica,3,0.9,0,0,2,2,2,broccoli,broccoli|rice,high,1,7.18
25.24,7.19,sandy,umbellifer,1,0.39,1,0,0,0,1,carrot,peas,low,0,0.21
47.14,7.25,sandy,legume,1,0.25,0,0,0,3,3,clover,onion|corn|pepper,medium,0,2.86
13.42,7.58,sandy,brassica,3,0.58,0,0,0,1,1,broccoli,lettuce,medium,0,3.03
10.28,6.53,sandy,aster,2,0,0,1,0,2,2,lettuce,cabbage|lettuce,medium,1,3.65
32.39,5.87,sandy,umbellifer,1,0.13,1,0,2,2,3,carrot,clover|tomato|tomato,medium,1,3.22
39.43,7.15,clay,grain,3,0.15,0,0,0,2,3,corn,soybean|cabbage|lettuce,medium,0,2.95
35.26,6.98,loam,allium,2,0,1,0,0,1,3,onion,soybean|beans|potato,low,0,0
9.43,4.95,clay,nightshade,3,1.05,0,0,0,0,0,tomato,,medium,0,2.55
0.38,6.21,loam,grain,3,0,1,0,0,0,1,corn,peas,low,0,1.56
31.31,7.83,sandy,nightshade,2,1.33,1,0,0,1,3,potato,pepper|peas|wheat,low,0,1.98
3.5,6.37,silt,nightshade,2,0,0,0,0,0,2,pepper,wheat|peas,low,0,0.89
16.66,5.75,loam,allium,2,0.25,1,0,0,3,3,onion,potato|pepper|lettuce,low,0,1.81
12.09,6.96,loam,grain,3,0,1,0,0,0,3,corn,peas|tomato|clover,low,0,0
12.9,7.31,clay,legume,1,0.31,1,1,0,0,2,clover,onion|peas,low,1,1.34
14.89,7,sandy,nightshade,2,0.2,1,0,0,0,0,pepper,,low,0,0.5
38.69,6.49,clay,legume,1,0,0,0,0,1,3,soybean,onion|soybean|lettuce,low,0,0.95
43.94,7.39,silt,brassica,3,0.39,0,1,1,3,3,broccoli,wheat|carrot|broccoli,high,1,5.56
23.02,5.63,clay,grain,2,0.37,1,0,0,0,0,wheat,,low,0,0.91
13.01,5.87,silt,nightshade,3,0.13,0,0,2,2,2,tomato,tomato|broccoli,high,1,4.97
0.39,7.3,clay,allium,2,0.3,0,0,0,3,3,onion,corn|carrot|lettuce,medium,0,4.38
15.14,4.57,silt,nightshade,3,1.43,0,0,2,2,2,tomato,broccoli|corn,high,1,7.35
26.72,4.79,silt,allium,2,1.21,0,0,1,1,3,onion,pepper|beans|broccoli,high,0,4.83
36.49,5.8,clay,nightshade,2,0,0,0,2,4,4,pepper,rice|wheat|corn|corn,high,1,6.71
19.76,6.55,clay,legume,1,0,0,0,0,1,1,beans,carrot,low,0,1.85
25.68,4.89,loam,brassica,3,1.11,1,0,1,2,3,cabbage,soybean|wheat|rice,medium,0,3.67
2.81,7.43,silt,brassica,3,0.43,0,1,1,1,2,broccoli,beans|broccoli,high,1,6.09
24.41,5.62,loam,brassica,3,0.38,1,1,1,1,3,broccoli,wheat|beans|cabbage,high,1,4.92
9.76,6.29,sandy,brassica,3,0,0,0,2,3,3,cabbage,carrot|cabbage|rice,high,1,5.48
21.47,4.22,loam,allium,2,1.78,1,0,0,1,1,onion,carrot,low,0,2
18.04,7.12,sandy,legume,1,0.12,0,1,0,0,2,clover,potato|peas,medium,1,3
32.31,4.55,sandy,aster,2,1.45,0,0,0,0,3,lettuce,clover|pepper|soybean,low,0,1.88
3.92,4.52,clay,aster,2,1.48,0,1,0,2,2,lettuce,corn|lettuce,high,1,4.65
45.32,6.57,silt,brassica,3,0,0,0,0,0,3,broccoli,peas|tomato|soybean,low,0,1.5
42.87,4.78,clay,nightshade,3,1.22,0,0,2,2,2,tomato,corn|broccoli,high,1,6.68
34.24,7.46,loam,nightshade,2,0.96,1,0,1,1,1,potato,cabbage,high,0,4.61
48.39,7.36,silt,legume,1,0,1,0,0,0,0,peas,,low,0,0.03
33.46,6.43,sandy,nightshade,3,0,0,0,0,0,2,tomato,potato|clover,low,1,1.37
16.27,7.23,sandy,aster,2,0.23,0,0,1,3,3,lettuce,cabbage|pepper|cabbage,high,0,4.69
41.79,6.42,silt,legume,1,0,1,0,1,1,1,clover,tomato,medium,0,2.68
24.39,6.27,clay,nightshade,2,0,0,0,0,1,4,pepper,potato|rice|soybean|wheat,low,0,1.31
30.14,7.71,loam,nightshade,3,0.91,1,1,0,3,3,tomato,carrot|wheat|potato,medium,1,4.48
24,6.74,silt,grain,3,0,1,1,1,1,1,corn,rice,medium,1,4.18
2.06,6.66,clay,grain,3,0.16,1,1,1,1,1,rice,rice,medium,1,4.47
20.33,8.37,clay,legume,1,1.37,1,1,0,0,3,clover,broccoli|lettuce|beans,medium,1,3.29
23.62,6.27,loam,aster,2,0,1,0,0,2,2,lettuce,rice|onion,low,0,1.06
31.2,6.4,loam,umbellifer,1,0,1,0,1,2,3,carrot,clover|potato|cabbage,low,0,1.93
10.2,7.9,silt,aster,2,0.9,1,0,0,1,1,lettuce,wheat,low,0,1.29
30.03,7.97,clay,grain,2,0.97,1,0,0,0,2,wheat,rice|clover,low,0,0.28
32.5,6.44,sandy,aster,2,0,0,0,0,0,0,lettuce,,low,0,0.72
40.13,7.6,silt,legume,1,0.1,1,1,0,0,2,peas,carrot|clover,low,1,1.95
6.78,6.25,loam,legume,1,0,1,0,0,1,4,clover,beans|cabbage|clover|pepper,low,0,0
35.49,7.59,clay,nightshade,2,0.79,0,0,0,0,0,pepper,,low,0,1.52
7.82,7,sandy,legume,1,0,1,0,1,1,4,beans,tomato|cabbage|peas|cabbage,low,0,1.14
37.77,5.98,silt,grain,3,0,1,0,0,2,2,rice,pepper|potato,low,0,1.59
36.82,7.88,clay,umbellifer,1,1.08,0,0,0,1,1,carrot,onion,medium,0,2.78
10.8,5.92,sandy,allium,2,0.08,1,0,1,2,2,onion,carrot|broccoli,low,0,2.67
41.18,6.23,silt,grain,2,0,0,0,0,0,0,wheat,,low,0,1.06
1.98,5.85,silt,brassica,3,0.15,0,1,1,2,3,cabbage,beans|carrot|cabbage,high,1,6.99
24.77,4.25,sandy,legume,1,1.75,0,0,0,0,0,soybean,,medium,0,2.77
11.66,4.93,clay,legume,1,1.07,0,0,1,1,1,peas,corn,medium,0,4.01
33.52,5.94,loam,nightshade,2,0,1,0,0,0,0,pepper,,low,0,0.36
27.52,7.32,sandy,legume,1,0,0,1,0,0,4,peas,beans|soybean|cabbage|soybean,low,1,2.21
20.42,4.66,clay,nightshade,2,0.84,0,0,0,1,1,pepper,wheat,medium,0,2.64
43.82,7.7,sandy,umbellifer,1,0.9,1,0,2,2,2,carrot,tomato|cabbage,medium,1,4.07
38.8,7.13,clay,nightshade,2,0.63,0,0,0,1,1,potato,wheat,medium,0,2.35
11.1,7.22,sandy,nightshade,3,0.42,0,0,0,4,4,tomato,pepper|pepper|corn|carrot,medium,0,3.96
41.07,4.53,loam,nightshade,2,0.27,1,0,0,0,2,potato,soybean|clover,low,0,0.22
37.33,8.2,loam,nightshade,2,1.7,1,0,0,0,3,potato,soybean|carrot|soybean,medium,0,2.04
30.97,4.87,clay,grain,2,1.13,1,0,1,4,4,wheat,broccoli|broccoli|potato|cabbage,medium,1,4.11
47.9,7.85,sandy,brassica,3,0.35,0,0,0,0,2,cabbage,clover|clover,medium,0,3.04
45.81,5.41,loam,allium,2,0.59,1,0,0,2,2,onion,corn|pepper,low,0,0.94
27.08,6.36,silt,aster,2,0,1,0,0,3,3,lettuce,rice|potato|wheat,low,0,1.39
19.03,4.63,sandy,brassica,3,1.37,0,0,0,0,4,cabbage,rice|pepper|beans|soybean,medium,0,2.26
17.22,4.99,silt,legume,1,1.01,1,1,0,0,2,soybean,onion|peas,medium,1,2.21
28.61,8.41,loam,aster,2,1.41,1,0,0,0,0,lettuce,,low,0,1.98
21.67,5.84,loam,allium,2,0.16,1,0,1,4,4,onion,rice|potato|onion|corn,medium,0,3.94
25.9,7.3,silt,legume,1,0.3,0,0,0,1,1,beans,lettuce,medium,0,2.27
34.56,4.46,sandy,nightshade,2,0.34,1,0,0,3,3,potato,wheat|potato|carrot,low,0,1.58
12.96,4.29,clay,legume,1,1.71,0,0,2,2,4,peas,cabbage|soybean|cabbage|cabbage,high,1,6.66
26.97,8.41,sandy,legume,1,0.91,0,0,0,2,2,peas,pepper|potato,medium,0,2.63
23.24,8.31,loam,brassica,3,1.31,1,1,2,2,3,broccoli,peas|tomato|broccoli,high,1,6.8
20.3,8.1,clay,grain,3,1.6,1,0,0,0,2,rice,peas|peas,low,0,1.54
44.4,7.56,sandy,umbellifer,1,0.76,1,0,1,2,2,carrot,potato|tomato,medium,0,2.13
6.34,5.21,sandy,umbellifer,1,0.79,1,0,1,1,3,carrot,wheat|soybean|rice,medium,0,2.32
2.79,7.52,clay,grain,2,0.52,1,1,1,1,1,wheat,rice,high,1,4.68
46.59,5.88,loam,legume,1,0.12,1,0,2,3,3,soybean,potato|broccoli|rice,high,1,5.07
17.91,8.14,silt,nightshade,2,1.64,0,1,0,1,4,potato,pepper|clover|beans|pepper,high,1,5.75
48.48,7.2,loam,brassica,3,0,1,0,0,2,2,cabbage,broccoli|carrot,low,0,1.09
15.55,5.69,loam,allium,2,0.31,1,0,0,0,0,onion,,low,0,0.07
7.87,4.25,loam,legume,1,1.75,1,0,0,1,1,peas,pepper,medium,0,3.15
0.56,6.05,sandy,brassica,3,0,0,0,1,1,1,cabbage,corn,medium,0,3.77
44.12,6.08,loam,grain,3,0,0,0,0,3,3,rice,broccoli|tomato|lettuce,medium,0,2.66
38.25,8.11,sandy,legume,1,1.11,1,1,0,0,3,beans,pepper|onion|beans,medium,1,3.01
42.69,4.98,sandy,grain,2,1.02,0,0,0,0,3,wheat,cabbage|potato|beans,medium,0,2
48.49,4.3,clay,legume,1,1.7,0,0,0,1,1,beans,carrot,low,0,2.1
7.62,6.32,sandy,nightshade,3,0,0,1,0,2,2,tomato,onion|potato,high,1,5.07
16.58,7.83,loam,grain,3,0.83,1,0,1,1,1,corn,tomato,medium,0,3.36
9.69,7.82,silt,aster,2,0.82,1,0,0,0,0,lettuce,,low,0,1.99
12.43,8.48,loam,nightshade,2,1.98,1,0,1,3,3,potato,wheat|pepper|broccoli,high,0,4.53
34.1,5.54,sandy,grain,3,0,0,0,0,0,3,rice,corn|carrot|clover,low,0,1.51
18.09,4.42,loam,grain,2,1.58,1,0,1,1,1,wheat,tomato,medium,0,3.47
13.88,4.71,loam,grain,3,1.09,1,0,0,4,4,corn,cabbage|onion|carrot|potato,medium,0,3.14
25.05,7.15,sandy,legume,1,0.15,0,0,3,4,4,clover,onion|broccoli|corn|corn,high,1,6.9
7.78,6.51,clay,grain,3,0.01,1,0,0,1,2,rice,peas|pepper,low,0,1.45
9.73,7.16,sandy,umbellifer,1,0.36,1,0,0,0,1,carrot,clover,low,1,0
28,6.53,silt,legume,1,0,1,1,0,0,2,soybean,pepper|peas,low,1,1.5
29.97,7.9,loam,grain,2,0.9,1,0,0,0,2,wheat,potato|beans,low,0,1.72
22.76,7.54,silt,umbellifer,1,0.74,0,0,1,1,1,carrot,corn,medium,0,3.08
3.26,8.36,silt,legume,1,1.36,1,0,0,2,2,soybean,potato|onion,low,0,1.5
16.2,6.96,clay,grain,2,0,1,2,1,2,2,wheat,wheat|corn,high,1,6.46
10.18,6.29,clay,grain,3,0,0,0,1,2,2,corn,lettuce|tomato,medium,0,3.83
35.1,5.3,sandy,legume,1,0.7,0,1,0,0,3,soybean,wheat|corn|clover,medium,1,4.13
41.62,6.21,clay,legume,1,0,0,0,1,1,2,peas,clover|tomato,medium,0,2.48
3.01,6.85,clay,umbellifer,1,0.05,0,0,0,0,0,carrot,,low,0,0.56
36.29,6.49,loam,legume,1,0,1,0,1,1,2,soybean,soybean|cabbage,medium,0,3.26
37.48,5.99,clay,allium,2,0.01,0,0,0,2,3,onion,peas|broccoli|potato,medium,0,2.02
27.54,6.37,loam,nightshade,2,0,1,0,0,0,4,pepper,potato|clover|peas|clover,low,0,0
16.3,5.8,silt,aster,2,0.2,1,0,1,1,3,lettuce,cabbage|soybean|cabbage,low,0,1.9
